Overall ROC AUC strong activation 0.735
gnaoAct 0.5965909090909092
gnaqAct 0.601190476190476
gna15Act N/D
gnas2Act 0.8416666666666667
gnas13Act 0.5
Overall ROC AUC binary amplitude 0.792
gnaoAmp 0.8416666666666667
gnaqAmp 0.6875
gna15Amp 0.5857142857142857
gnas2Amp 0.8416666666666667
gnas13Amp 0.8020833333333333
