Overall ROC AUC strong activation 0.525
gnaoAct 0.5789473684210527
gnaqAct 0.4791666666666667
gna15Act N/D
gnas2Act N/D
gnas13Act 0.5
Overall ROC AUC binary amplitude 0.491
gnaoAmp 0.6538461538461539
gnaqAmp 0.4791666666666667
gna15Amp 0.4666666666666667
gnas2Amp 0.2592592592592593
gnas13Amp 0.5029239766081872
