Overall ROC AUC strong activation 0.651
gnaoAct 0.5272727272727273
gnaqAct 0.3640625
gna15Act 0.4938775510204082
gnas2Act 0.7617283950617285
gnas13Act N/D
Overall ROC AUC binary amplitude 0.674
gnaoAmp 0.5
gnaqAmp 0.4916666666666667
gna15Amp 0.46021220159151194
gnas2Amp 0.6995192307692308
gnas13Amp 0.7648648648648648
