Overall ROC AUC strong activation 0.541
gnaoAct 0.37179487179487175
gnaqAct 0.4545454545454545
gna15Act 0.5047619047619047
gnas2Act 0.6354166666666666
gnas13Act N/D
Overall ROC AUC binary amplitude 0.693
gnaoAmp 0.5972222222222222
gnaqAmp 0.5333333333333333
gna15Amp 0.3941176470588236
gnas2Amp 0.6354166666666666
gnas13Amp 0.6403508771929824
