Overall ROC AUC strong activation 0.868
gnaoAct 0.8295454545454545
gnaqAct 0.9615384615384616
gna15Act 0.6617647058823529
gnas2Act 0.9166666666666667
gnas13Act N/D
Overall ROC AUC binary amplitude 0.820
gnaoAmp 0.6166666666666667
gnaqAmp 0.9615384615384616
gna15Amp 0.744047619047619
gnas2Amp 0.9166666666666667
gnas13Amp 0.5729166666666666
