Overall ROC AUC strong activation 0.758
gnaoAct 0.6730769230769231
gnaqAct 0.5285714285714286
gna15Act 0.4444444444444444
gnas2Act 0.9166666666666667
gnas13Act N/D
Overall ROC AUC binary amplitude 0.748
gnaoAmp 0.6
gnaqAmp 0.5285714285714286
gna15Amp 0.7916666666666667
gnas2Amp 0.6617647058823529
gnas13Amp 0.4444444444444444
