Overall ROC AUC strong activation 0.700
gnaoAct 0.5773809523809523
gnaqAct 0.6642857142857143
gna15Act 0.5583333333333335
gnas2Act 0.875
gnas13Act N/D
Overall ROC AUC binary amplitude 0.809
gnaoAmp 0.6911764705882353
gnaqAmp 0.6642857142857143
gna15Amp 0.7285714285714286
gnas2Amp 0.875
gnas13Amp 0.4444444444444444
